Game,Câu hỏi,Đáp án
Rise of Kingdoms,Khả năng quân đội tập hợp mặc định khi lâu đài của bạn là cấp 25 là bao nhiêu?,2 triệu
Rise of Kingdoms,Đế chế Mông Cổ đã tan rã bao nhiêu vương quốc hoặc đế quốc riêng biệt vào thời điểm Hốt Tất Liệt qua đời năm 1294?,4.0
Rise of Kingdoms,Ai là người khởi xướng Salt March đầu tiên?,Mahatma gandhi
Rise of Kingdoms,"Được tổ chức vào năm 1929, lễ trao Giải Oscar (""Giải Oscar"") đầu tiên diễn ra trong bao lâu?",15 phút
Rise of Kingdoms,Zeppelin được phát minh bởi các kỹ sư từ quốc gia nào?,Nước Đức
Rise of Kingdoms,"Trong chuyến đi đầu tiên đầy bi kịch của nó, điểm đến dự định của Titanic là gì?",Newyork
Rise of Kingdoms,"Einstein đã xuất bản bốn Annus Mirabilis (""Bài báo thần kỳ"") vào năm nào?",1905.0
Rise of Kingdoms,"Edward Jenner, người được mệnh danh là cha đẻ của ngành miễn dịch học, đã phát triển một loại vắc-xin cho căn bệnh nào?",Bệnh đậu mùa
Rise of Kingdoms,Công trình nào sau đây là trang trí?,Trống đá
Rise of Kingdoms,Bạn có thể mua bao nhiêu điểm VIP với 200 viên ngọc?,200.0
Rise of Kingdoms,"Điều gì đã gây ra cái chết của chính khách và nhà chiến lược quân sự kiệt xuất, Pericles?",Một bệnh dịch
Rise of Kingdoms,Điều nào sau đây rất có thể đã trực tiếp dẫn đến thời đại đồ đồng?,Đồng cứng hơn và bền hơn các kim loại khác hiện có vào thời điểm đó
Rise of Kingdoms,Pharaoh nào đã ra lệnh xây dựng các ngôi đền Abu Simbel?,Ramesses II
Rise of Kingdoms,Điều nào sau đây KHÔNG xảy ra trong Chiến tranh Greco-Ba Tư?,Trận chiến Agincourt
Rise of Kingdoms,"Theo câu chuyện về She-sói trong thần thoại La Mã, điều gì đến với cặp song sinh mà cô nuôi dưỡng, Romulus và Remus?",Romulus trở thành người sáng lập và là vị vua đầu tiên của La Mã
Rise of Kingdoms,Nhà hát Shakespeare's Globe được xây dựng ở thành phố hiện đại nào?,London
Rise of Kingdoms,Vật phẩm Tấn công Nâng cao (Advanced) sẽ tăng sức tấn công của bạn lên bao nhiêu?,0.1
Rise of Kingdoms,"Những người đàn ông và phụ nữ đang trốn tránh điều gì ở ngoại ô Florence trong bộ sưu tập tiểu thuyết ""The Decameron""?",Bệnh dịch đen
Rise of Kingdoms,Bài phát biểu nổi tiếng của Otto von Bismarck về điều gì vào năm 1862?,Máu và sắt
Rise of Kingdoms,Tại sao biển chết lại có cái tên này?,Nước có độ mặn cao ngăn cản thực vật và động vật phát triển gần nó.
Rise of Kingdoms,Tổng thống Mỹ duy nhất phục vụ hơn 2 nhiệm kỳ là ai?,Franklin D. Roosevelt
Rise of Kingdoms,"Từ ""Formua"" trong ""Đua xe Công thức 1"" ám chỉ điều gì?",Các quy tắc mà xe ô tô tham gia phải tuân theo
Rise of Kingdoms,"Edward VIII trở thành Vua nước Anh vào tháng 1 năm 1936. Sau đó cùng năm, ông từ bỏ ngai vàng vào tháng nào?",Tháng mười hai
Rise of Kingdoms,Ai là phi hành gia đầu tiên đi vào không gian vũ trụ?,Yuri Gagarin
Rise of Kingdoms,The Beatles được thành lập ở thành phố nào của Vương quốc Anh vào năm 1960?,Liverpool
Rise of Kingdoms,Bài phát biểu nào sau đây được thực hiện bởi Thủ tướng Phổ Otto von Bismarck vào tháng 9 năm 1862?,Máu và sắt
Rise of Kingdoms,Nền văn minh nào thưởng 5% tấn công cho các đơn vị kỵ binh?,Nước Đức
Rise of Kingdoms,Cuốn tiểu thuyết Romance of the Three Kingdoms bắt đầu gần cuối triều đại Trung Quốc,Han
Rise of Kingdoms,Ai là người sáng lập Mạc phủ Edo của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Thời hạn của mục Tuyển dụng Thợ xây là gì?,2 ngày
Rise of Kingdoms,Truyện nào sau đây không phải là một trong Truyện cổ Grimms?,Nàng tiên cá nhỏ
Rise of Kingdoms,Jiang Ziya đã giúp thành lập triều đại nào của Trung Quốc?,Nhà Chu
Rise of Kingdoms,Cầu Dom Luis của Bồ Đào Nha nối hai thành phố nào?,"Porta, Vila Nova de Gaia"
Rise of Kingdoms,Mục đích ban đầu của,Lăng mộ Pharaoh khufu
Rise of Kingdoms,Điều nào xảy ra nếu các phép bổ trợ sau đây có thể có hiệu lực trong các trận chiến Sunset Canyon?,Buff từ thiết bị
Rise of Kingdoms,Vương triều của vị hoàng đế cuối cùng của triều đại nhà Thanh của Trung Quốc là gì?,Tuyên thống
Rise of Kingdoms,"Tác phẩm nào sau đây dựa trên Trận chiến trên đèo Roncevaux, do Charlemagne và các hiệp sĩ của ông chiến đấu?",Bài hát của Roland
Rise of Kingdoms,Sao chổi chu kỳ ngắn duy nhất được biết đến thường xuyên có thể nhìn thấy bằng mắt thường từ Trái đất?,Sao chổi của Halley
Rise of Kingdoms,"Triết gia nào đã viết ""Utopia""?",Plato
Rise of Kingdoms,Tại sao mũi thuyền và đuôi thuyền của người Viking được thiết kế đối xứng?,Để đảo ngược hướng một cách nhanh chóng mà không cần quay đầu lại
Rise of Kingdoms,"Năm 1998, FIFA World Cup lần thứ 16 được tổ chức tại quốc gia nào?",Nước pháp
Rise of Kingdoms,Kỹ năng chủ động mina,Kyohachiryu
Rise of Kingdoms,Vận động viên người mỹ gốc phi jesse owens đã giành được bao nhiêu huy chương vàng,4.0
Rise of Kingdoms,Rương 1.000 điểm,Tượng chỉ huy
Call of Dragons,Which of the following acts grants you Dark Keys?,Defeating Level 5+ Dwarven Patrols and Dark Creatures
Call of Dragons,Garrison Skills allow Heroes to better command Garrisoned Armies. What is the correct definition of a Stronghold?,Passes and other buildings that can be attacked by Rallied Armies or defended by Garrisoned Armies
Call of Dragons,Ncreasing your Alliance’s member capacity is essential for its development. Which of the following is correct about increasing membership capacity?,Every 10 Alliance Towers increases the member limit by 1
Call of Dragons,Which of the following Policies can increase your Elixir Production Speed?,Healthcare Reforms
Call of Dragons,Sing the unit advantage system can swiftly turn the tide of a battle. Which of the following statements about unit advantages is incorrect?,Cavalry units counter Magic units
Call of Dragons,Which of the following events contains a “Battle Day” that allows you to fight to your heart’s content?,Strongest Lord
Call of Dragons,Which of the following statements about City management is incorrect?,Activating Counterscout will lead enemy Scouts to gather incorrect data about your total number of units when scouting your City
Call of Dragons,Roads are a sign of prosperity and a symbol of efficiency. Which of the following statements about roads is incorrect?,"If either endpoint of a road is destroyed, the road will still exist"
Call of Dragons,Which of the following is correct about Alliance Resource Centers?,Each player can only deploy one Legion to gather from an Alliance Resource Center
Call of Dragons,What can an Alliance Beastmaster do?,Summon and control Alliance Behemoths
Call of Dragons,Which of the following Heroes spent a year as a visiting scholar at the College of Tiyar?,Waldyr
Call of Dragons,Which of the following Heroes is a blood relative of the Lord of Moonvaie?,Gwanwyn
Call of Dragons,"What is the name of the sword of Florin, Knight of Daybreak?",Blade of Reproach
Call of Dragons,Madeline is the firstborn daughter of the King of Jargand. Which of the following statements about her life is incorrect?,Her membership of her bloodline was confirmed by a miracle when she came of age
Call of Dragons,What is the name of the structure the Elves built to commemorate the fallen of the Battle of the Hexwood?,Stone of Peace
Call of Dragons,Which of the following Trolls can use magic?,Witch Troll
Call of Dragons,"Which of the following Heroes is a blood relative of Myrsach, Sage of Order?",Indis
Call of Dragons,Which of the following Heroes is ranked #2 on the Assassins’ Guild leaderboard?,NIka
Call of Dragons,Which of the following characters was banished for the misuse of divine power?,Atheus
Call of Dragons,Which of the following statements about severely wounded statements is correct?,"When your Legions are fighting Behemoths, att severely wounded units witl be sent to your Hospital"
Call of Dragons,Which of the following houses hired the assassin Nika?,House Scull
Call of Dragons,"Which of the following is closest to the holy wellspring of Ffynon, the birthplace of Elven civilization?",The Queenswood
Call of Dragons,One character is a Caravan Captain for the Merchants’ Guild. Where is their hometown?,Bandits’ Bay
Call of Dragons,Legend has it that any adventurer who can solve the riddle of Cortac Isle will gain the treasure buried beneath it. How many Generals are mentioned in the Song in Chapter: Corlac?,5
Call of Dragons,Who defeated all challengers in the Duel of Honor and became Chieftain of Wilderburg?,Kurrata
Call of Dragons,Hearty Fish Soup is one of the most delicious dishes in Tamaris. Which of the following is not one of its ingredients?,Paprika
Call of Dragons,Where is the Hydra said to originate from?,Feathersnare Swamp
Call of Dragons,"Emrys, who always wears a mask, is the leader of the Watchers of the Shadowglade. What is the name of the weapon he carries?",Springblades
Call of Dragons,Which rebellious house did House Remus help Dawngrad to defeat?,Riven
Call of Dragons,[Login](https://cod.guide/logmeinpls/?,Redirect_to=https%3A%2F%2Fcod.guide%2Fvale-society-quiz-questions-answers%2F)
Rise of Kingdoms,Tuyên ngôn độc lập hoa kì,1776
Rise of Kingdoms,Kẻ thù thời nhỏ của rome .,Hanibal barca
Rise of Kingdoms,Là bộ phận chứa nhiều nước.,Nhãn cầu
Rise of Kingdoms,Thuộc trong thống đốc hùng mạnh.,Thu hoạch tài nguyên
Rise of Kingdoms,Trân chiến battle of piotiers thế kỉ thứ 8 tướng tham gia.,Charlet martel
Rise of Kingdoms,Là phản ứng phân chia hạt nguyên tử.,Phân hạch
Rise of Kingdoms,Là phản ứng của cơn lốc nhỏ trong cơn bão.,Xoáy
Rise of Kingdoms,Thành phố phát triển trong rừng chứ không phải ở sông .,Inca
Rise of Kingdoms,Là thủ đô 2 nước áo Hungary,Viene
Rise of Kingdoms,Tấn công người chơi khác.,Không tăng cấp độ
Rise of Kingdoms,Cha đẻ của thế vận Hội Olympic hiện đại.,Coubertin
Rise of Kingdoms,Là tướng tấn công thành phố người chơi,Julius Caesar
Rise of Kingdoms,Đại diện dân chủ văn hoá hy lạp,Perciles
Rise of Kingdoms,Là tướng dẫn dắt kị binh,Minamoto
Rise of Kingdoms,Vào thế kỉ thứ 6 đóng vai trò quan trọng trong la Mã.,Thượng viện
Rise of Kingdoms,Dùng để nâng cấp lâu đài,Sách giáo ước
Rise of Kingdoms,Kẻ chinh phục hỗn mang,Tào tháo
Rise of Kingdoms,Kẻ bảo vệ carthage,Hannibal barca
Rise of Kingdoms,Là vị vua sát nhập wales vào anh,Heny viii
Rise of Kingdoms,Là nền kinh tế ai cập,Nông nghiệp
Rise of Kingdoms,Là 1 trong 7kì quan thế giới được tạo ra từ nữ hoàng .,Vườn treo Babylon
Rise of Kingdoms,Là thú kéo của ông già nô en.,Tuần lộc
Rise of Kingdoms,Là người chinh phục.,Baybar
Rise of Kingdoms,Là tác phẩm đạt kỉ lục Guiness...,One piece
Rise of Kingdoms,Lliad/ là 2 tác phẩm chính của homer,"Odyssey, iliad"
Rise of Kingdoms,Là thuật ngữ nguyên liệu giá tri nguồn gốc địa chất khai thác trái đất,Tài nguyên thiên nhiên
Rise of Kingdoms,Là số ngón chuột mickey.,4 ngón
Rise of Kingdoms,Thành lập công quốc austrie.,Pelagius
Rise of Kingdoms,Bông hồng xứ celt.,Boudicar
Rise of Kingdoms,Là một nguồn năng lượng.,Dầu khí
Rise of Kingdoms,Là nơi Thành cát tư hãn Thành lập đế quốc,Châu á
Rise of Kingdoms,Từng là lãnh thổ pháp đức.,Francia
Rise of Kingdoms,Là nơi vua Louis 17 chuyển toà án hoàng gia .,Điện versialles
Rise of Kingdoms,Là tên cách mạng quân chủ lập hiến anh 1688.,Cách mạng vinh quang
Rise of Kingdoms,Là tài nguyên tái sử dụng.,Nước
Rise of Kingdoms,Chỉ huy quân đội trong nội chiến anh.,Cromwell
Rise of Kingdoms,Nội chiến Lancaster &york.,Cuộc chiến hoa hồng
Rise of Kingdoms,Được danh hiệu mahatma.,Mohandas Gandhi
Rise of Kingdoms,Là sa hoàng đầu tiên chuyên chế.,Ivan bạo chúa
Rise of Kingdoms,Là hoàng đế đế chế pháp.,Napoleon Bonaparte
Rise of Kingdoms,Tam quốc triều tiên,Gogurye
Rise of Kingdoms,Thế kỉ 8-11 ngươi Châu Âu gọi Scandinavia là gì,Viking
Rise of Kingdoms,"3 nhà triết học vỉ đại Hy lạpPlato, Aristotle ?",Socates
Rise of Kingdoms,Ai cập lấy giấy làm từ nguyên liệu nào,Cói
Rise of Kingdoms,La mã và đế chế nào trong chiến tranh Punic,Cartheage Cổ đại
Rise of Kingdoms,Nghề nghiệpđc tạo ra đầu tiên hy lạp. Dưới lời thề hippocates,Bác sĩ
Rise of Kingdoms,Là quốc gia làm 8 tiếng.,Anh
Rise of Kingdoms,Tướng trong trận chiến 100 năm.,Joan of arch
Rise of Kingdoms,Là tướng.Tiêu diệt cyrus the great.,Tomyris
Rise of Kingdoms,Là số vương quốccủa ai cập cổ đại.,3
Rise of Kingdoms,Đc gọi là tâm bão.,Mắt
Rise of Kingdoms,Là giải mã chữ tượng hình.,Phiến đá rhosetta
Rise of Kingdoms,Là nơi tạo ra bão.,Trên biển khơi
Rise of Kingdoms,Đột biến và tái tổ hợp di truyền.,Sự thích nghi đến từ
Rise of Kingdoms,T là tài nguyên kim loại.,Sắ
Rise of Kingdoms,Điểm yếu Achilles.,Gót chân
Rise of Kingdoms,Dài nhất thế giới.,Sông nile
Rise of Kingdoms,Thực nghiệm tháp nghiêng Pisa.,Aristotle
Rise of Kingdoms,Là của hoạ sĩ flander.,Nghệ thuật hiện thực
Rise of Kingdoms,Chiếm đền thờ thất thủ,Là vua vương quốc
Rise of Kingdoms,Gọi là đạo độc thần.,Đạo thờ 1 thần
Rise of Kingdoms,Biệt danh cánh đồng chết chóc.,Sarka
Rise of Kingdoms,Số hữu mới thứ ở ai cập.,Pharaoh
Rise of Kingdoms,Chinh phục đông là mã.,Ottoman
Rise of Kingdoms,Richard và saladin đình chiến.,1192
Rise of Kingdoms,Không có trong cờ medico.,Lạc đà
Rise of Kingdoms,Độ dài thi marathon,40km
Rise of Kingdoms,Đc trao cho người sáng lập kfc.,Đại tá
Rise of Kingdoms,Hk phải phát minh tàu.,Địa chân kế
Rise of Kingdoms,Là nơi sản sinh nhân loại,Châu phi
Rise of Kingdoms,Uống rượu gây hại,Tiểu não
Rise of Kingdoms,Là vương quốc asoka.,Maurya
Rise of Kingdoms,Hk phải của thần thoại hy Lạp,Tạo 1 đường cứu rỗi
Rise of Kingdoms,"Lựa chọn nào sau đây là nguồn năng lượng nông đá khô, dưới mặt đất.",Nguồn năng lượng địa nhiệt
Rise of Kingdoms,Là luật đầu tiên của Babylon.,Luật harmmurabi
Rise of Kingdoms,Là quá trình kết hợp nguyên tử.,Nhiệt hạch
Rise of Kingdoms,Càng sinh nhiều con càng sống sót,Là cách sinh của ếch và
Rise of Kingdoms,Là kho báu quốc gia canada.,Cirquer du solile
Rise of Kingdoms,Quần thể càng có nhiều biến thể di truyền thì 1 số cá nhân,Tồn tại
Rise of Kingdoms,84:Oda nobunaga khẩu hiệu bốn chữ là gì,Thiên hạ bố võ
