Game,Câu hỏi,Đáp án
Rise of Kingdoms,Tòa nhà nào ban đầu được xây dựng ở Luân Đôn để tổ chức Triển lãm lớn về ngành công trình của tất cả các quốc gia được tổ chức vào năm 1851?,Cung điện pha lê
Rise of Kingdoms,Ăn không đủ nguyên tố nào có thể dẫn đến bệnh to tuyến giáp?,Iốt
Rise of Kingdoms,Quốc gia nào ở châu Á trùng với đế chế Parthia trước đây?,Iran
Rise of Kingdoms,Vật nào sau đây là Hiệp sĩ của Bàn tròn?,Lancelot
Rise of Kingdoms,Nguồn nào sau đây là nguồn năng lượng thay thế dựa trên sự phân tách các nguyên tử nặng thành các nguyên tử nhẹ hơn để giải phóng năng lượng?,Năng lượng hạt nhân
Rise of Kingdoms,Cuộc chiến nào đã kết thúc sự cai trị của House of Plantagenet và bắt đầu sự cai trị của những người Tudors ở Anh?,Cuộc chiến của hoa hồng
Rise of Kingdoms,Chỉ huy nào được biết đến là lãnh chúa của Kamakura?,Minamoto no Yoshitsune
Rise of Kingdoms,"Sự khác biệt giữa các loài, chẳng hạn như các mỏ chim khác nhau, được gọi là",Các biến thể
Rise of Kingdoms,Phần thưởng sức khỏe quân đội bạn có thể nhận được từ một Bệnh viện được nâng cấp hoàn chỉnh là gì?,0.01
Rise of Kingdoms,Tại sao ếch và các sinh vật khác đẻ nhiều trứng / con?,càng nhiều con đẻ ra càng có nhiều khả năng sống sót
Rise of Kingdoms,Tên của điện năng được sản xuất bằng năng lượng nước sử dụng các đập lớn trên sông là gì?,Thủy điện
Rise of Kingdoms,Ông già Noel đi trên một chiếc xe trượt tuyết do con vật nào kéo?,Tuần lộc
Rise of Kingdoms,Chỉ huy nào được đặt biệt danh là Người man rợ gầm rú?,Lohar
Rise of Kingdoms,"Trong thần thoại Hy Lạp, hoàng tử xứ troy của Paris đã tặng quả táo vàng có khắc hình nữ thần xinh đẹp nhất cho ai?",Aphrodite
Rise of Kingdoms,Loại nào sau đây là nguồn năng lượng vô tận phụ thuộc vào magma nóng hoặc đá khô nóng bên dưới mặt đất?,Địa lý
Rise of Kingdoms,Nền kinh tế của Ai Cập chủ yếu dựa trên cái gì?,Nông nghiệp
Rise of Kingdoms,Nhà thám hiểm người Bồ Đào Nha nào là người châu Âu đầu tiên đi thuyền đến mũi phía nam của châu Phi?,Bartolomeu Dias
Rise of Kingdoms,"""Cuối cùng biện minh cho phương tiện"" là một niềm tin quan trọng của tác giả của ""The Prince"". Tên của anh ấy là gì?",Machiavelli
Rise of Kingdoms,“Nút thắt Windsor” được vua nào của nước Anh sử dụng phổ biến?,Edward VIII
Rise of Kingdoms,"Trong trường hợp bình thường, bằng mắt thường ta có thể nhìn thấy mặt trời ở tầng nào?",Photosphere
Rise of Kingdoms,Chỉ huy nào được biết đến với cái tên Barbarossa?,Frederick I
Rise of Kingdoms,Người sáng lập Kentucky Fried Chicken (KFC) đã được trao thứ hạng danh dự nào?,Đại tá
Rise of Kingdoms,Thành phố-nhà nước nào của Hy Lạp cổ đại được biết đến với sự dũng cảm và huấn luyện quân sự tàn bạo của nó?,Sparta
Rise of Kingdoms,Vị chỉ huy nào được coi là kẻ thù của La Mã ngay từ khi còn nhỏ?,Hannibal Barca
Rise of Kingdoms,Những nhà nhân văn phương Bắc như Erasmus được biết đến nhiều nhất để làm gì?,Các tôn giáo
Rise of Kingdoms,Tên nào sau đây là tên của đá trầm tích được hình thành từ xác thực vật mục nát ở các vùng đầm lầy?,Than đá
Rise of Kingdoms,Tên của năng lượng tái tạo có nguồn gốc từ việc đốt cháy các vật liệu hữu cơ như gỗ và rượu là gì?,Năng lượng sinh khối
Rise of Kingdoms,Hoàng đế của Đế chế Pháp đầu tiên là ai?,Napoléon Bonaparte
Rise of Kingdoms,Chính khách lỗi lạc nào từng là vị tướng đầu tiên của Mạc phủ Edo vào cuối thời Chiến quốc của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Đâu là điểm tập hợp cho cuộc Thập tự chinh đầu tiên?,Constantinople
Rise of Kingdoms,Từ nào sau đây là thuật ngữ chỉ vật liệu có giá trị có nguồn gốc địa chất có thể được khai thác từ trái đất,Tài nguyên thiên nhiên
Rise of Kingdoms,Kỹ năng nào sau đây không phải là kỹ năng bị động của Pelagius?,Sạc điện
Rise of Kingdoms,Chỉ huy nào sau đây xuất sắc dẫn đầu bộ binh?,Richard tôi
Rise of Kingdoms,Tên của hiện tượng mà các sinh vật thích nghi tốt hơn với môi trường sống sót để truyền các tính trạng cho đời con là gì?,Chọn lọc tự nhiên
Rise of Kingdoms,Người chỉ huy nào được đặt biệt danh là đồng cỏ của cái chết?,Sarka
Rise of Kingdoms,"Kính đeo mắt được cấu tạo từ thạch anh, cát, và chất gì?",Dầu mỏ
Rise of Kingdoms,Người chỉ huy nào được gọi là Người chinh phục hỗn loạn?,Cao Cao
Rise of Kingdoms,Bộ luật nào trong số các Bộ luật Babylon là bộ luật thành văn đầy đủ đầu tiên trong lịch sử được ghi chép lại?,Bộ luật Hammurabi
Rise of Kingdoms,Truyện tranh nào được sách kỷ lục Guinness thế giới công nhận là truyện tranh có số lượng phát hành tích lũy lớn nhất trong số các truyện tranh của một tác giả?,Eiichiro Oda / One Piece
Rise of Kingdoms,"Ở Hy Lạp cổ đại, triết gia nào thích thảo luận về các ý tưởng trên một con phố mà sau đó có biệt danh là Trường học Peripatetic?",Aristotle
Rise of Kingdoms,Thí nghiệm Tháp nghiêng Pisa của Galileo đã lật ngược giả thuyết nào của các nhà khoa học Hy Lạp cổ đại?,Aristotle
Rise of Kingdoms,Vị chỉ huy nào đã thể hiện thiên tài quân sự của họ trong trận chiến Poitiers vào thế kỷ thứ 8 sau Công nguyên?,Charles Martel
Rise of Kingdoms,Vị chỉ huy nào đã thể hiện thiên tài quân sự của họ trong trận Tours vào thế kỷ 8 sau Công nguyên?,Charles Martel
Rise of Kingdoms,Tên của điện được sản xuất bằng nước sử dụng đập lớn trên sông là gì?,Năng lượng thủy điện
Rise of Kingdoms,Biện pháp chính thức nào khiến việc cho Martin Luther thức ăn hoặc chỗ ở trở thành một tội ác?,Sắc lệnh của Worms
Rise of Kingdoms,Thành phố nào trong số những thành phố này đã đăng cai Thế vận hội vào năm 1900?,Paris
Rise of Kingdoms,Chỉ huy Baybars giỏi cái gì?,Các đơn vị kỵ binh hàng đầu
Rise of Kingdoms,một phần đế chế cũ bây giờ trên đất nước Châu Á,Iran
Rise of Kingdoms,"Trong Chiến tranh Punic lần thứ hai, trong trận chiến nào, một đội quân Hannibal đông hơn rất nhiều đã đánh bại một đội quân La Mã?",Trận chiến của Cannae
Rise of Kingdoms,"Khi đánh bắt và thả cá biển sâu, tại sao việc chọc thủng bàng bơi của chúng lại quan trọng?",Để ngăn chúng chết vì những chiếc phao bơi căng phồng
Rise of Kingdoms,Yếu tố nào sau đây cho phép một số loại đồ uống hỗn hợp được xếp thành lớp?,Tỉ trọng
Rise of Kingdoms,Ai là người đưa ra ý tưởng Trojan Horse? Ai đã thắng trong cuộc chiến thành Troy?,Odysseus; Người Hy Lạp
Rise of Kingdoms,Ai là người đầu tiên trong số những người con của Henry VIII cai trị nước Anh?,Edward VI
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy hoạt động với tư cách là ""thợ khoan"" nhận được ưu đãi gì?",+ 1% Tấn công quân
Rise of Kingdoms,"Trong trang Commander View, các chỉ huy đóng vai trò là ""Iron Guard"" sẽ nhận được những ưu đãi gì?",+ 1% Máu quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy hoạt động với tư cách là ""Vua đầu"" nhận được ưu đãi gì?",+ 1% Phòng thủ và Máu của Quân đội
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, chỉ huy nào phù hợp nhất để dẫn quân CHỐNG lại kẻ thù kỵ binh?",Binh pháp Tôn Tử
Rise of Kingdoms,"Vào thời nhà Hán của Trung Quốc, ai là người mở con đường tơ lụa theo lệnh của Hoàng đế Ngô?",Zhang Qian
Rise of Kingdoms,Tại sao uống cà phê khiến người ta cảm thấy tỉnh táo hơn?,Nó chứa caffeine
Rise of Kingdoms,Tư lệnh nào sau đây xuất sắc dẫn đầu kỵ binh?,Minamoto no Yoshitsune
Rise of Kingdoms,Cái nào KHÔNG phải là Kỹ năng Vua?,Cứu trợ
Rise of Kingdoms,Nhà sinh vật học Karl Landsteiner đã đoạt giải Nobel có đóng góp xuất sắc nào cho khoa học?,Khám phá các nhóm máu của con người
Rise of Kingdoms,Mối quan hệ giữa các vị tướng lừng danh Tolui và Thành Cát Tư Hãn là gì?,Cha và con trai
Rise of Kingdoms,Alexander Fleming khám phá ra penicillin vào năm nào?,1928.0
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của Matilda of Flanders?,Máu Celtic
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của Hoa Mộc Lan?,Quân đội bất khuất
Rise of Kingdoms,Nước nào đầu tiên phát minh ra nước hoa?,Síp
Rise of Kingdoms,Nguyên nhân chính của sự hình thành dãy Himalaya là gì?,Va chạm giữa các tấm
Rise of Kingdoms,"Trong thời Chiến Quốc của Trung Quốc, nhà nước nào đã đánh bại 6 nước kia và xây dựng nên đế chế Trung Hoa thống nhất?",Tần
Rise of Kingdoms,Nguyên nhân chính của địa hình karst là gì?,Sự hòa tan của các loại đá hòa tan
Rise of Kingdoms,"Bastille, một nhà tù từng nằm ở trung tâm Paris, Pháp, ban đầu phục vụ cho mục đích gì?",Pháo đài phòng thủ
Rise of Kingdoms,Bác sĩ nào sau đây là người đầu tiên mô tả đầy đủ và chi tiết về tuần hoàn toàn thân và chức năng của tim?,William Harvey
Rise of Kingdoms,"Marco Polo, một nhà thám hiểm và thương gia nổi tiếng, sinh ra ở nước nào?",Cộng hòa Venice
Rise of Kingdoms,răng cưa,Châu phi
Rise of Kingdoms,nguyên nhân địa hình karst,hòa tan các loại đá hòa tan
Rise of Kingdoms,Con nào trong số những con vật này KHÔNG đẻ trứng?,Con dơi
Rise of Kingdoms,"Ngoài ""Lần bạn có thể được giúp đỡ"" và ""Sức mạnh"", thông số nào sau đây của Trung tâm Liên minh cũng có thể được nâng cấp?",Năng lực quân đội tăng cường
Rise of Kingdoms,"Kỹ năng liên minh ""quà tặng của thiên nhiên"" để làm gì?",Triệu hồi điểm tài nguyên trong một khu vực đã chọn (không thể sử dụng trong vương quốc đã mất)
Rise of Kingdoms,Nguyên nhân sâu xa của chứng say độ cao là gì?,Tiếp xúc nhanh chóng với lượng oxy thấp ở độ cao lớn
Rise of Kingdoms,Công trình nào sau đây không thể nâng cấp?,Trạm chuyển phát nhanh
Rise of Kingdoms,"Kỹ năng liên minh ""nạp đầy đủ"" để làm gì?",Tăng tốc độ thu thập của các thành viên liên minh cho một loại tài nguyên.
Rise of Kingdoms,Câu nào sau đây mô tả đúng nhất về Cá hề?,Cá biển nhiệt đới
Rise of Kingdoms,Công nghệ nào xuất hiện ngay trước Heavy Cavalry?,Áo giáp quy mô
Rise of Kingdoms,"Ở Ai Cập cổ đại, điều nào sau đây KHÔNG phải là đặc quyền được trở thành 'Người ghi chép'?",Miễn chi phí khám chữa bệnh nếu ốm đau
Rise of Kingdoms,Điều nào sau đây không phải là lợi ích khi trở thành Người ghi chép về Ai Cập cổ đại?,Ngoại trừ từ bệnh hiểm nghèo được trả lương y tế
Rise of Kingdoms,Làm thế nào mà Kinh thánh Gutenberg được đưa vào sản xuất hàng loạt?,Máy in loại di động
Rise of Kingdoms,Bộ luật Napoléon được thành lập vào năm nào?,1804.0
Rise of Kingdoms,"Nhà khoa học Hà Lan nào được biết đến là ""cha đẻ của vi sinh vật học""?",Antonie van Leeuwenhoek
Rise of Kingdoms,Nhà chiến lược quân sự và nhà cách mạng nổi tiếng Simón Bolívar sinh ra ở nước nào?,Venezuela
Rise of Kingdoms,"Kể từ khi thành lập năm 1863, Ủy ban Chữ thập đỏ Quốc tế đã đoạt giải Nobel Hòa bình bao nhiêu lần?",3.0
Rise of Kingdoms,Tiểu thuyết Tam Quốc Diễn Nghĩa bắt đầu gần cuối của thuốc nhuộm nào của Trung Quốc?,Han
Rise of Kingdoms,Bản giao hưởng số 5 ở C Minor của Beethoven được ra mắt tại nhà hát nào vào năm 1808?,Nhà hát và der Wien
Rise of Kingdoms,"Trong mã Morse, độ dài tính bằng dấu chấm giữa hai từ là bao nhiêu?",7.0
Rise of Kingdoms,"Sau khi Venus Flytrap bắt được côn trùng, nó tiêu hóa và hấp thụ con mồi như thế nào?",Các vạt bên trong của lá tiết ra dịch tiêu hoá.
Rise of Kingdoms,"Trong số những điều sau đây, điều nào có nhiều khả năng đã trực tiếp dẫn đến thời kỳ đồ đồng?",Đồng cứng hơn và bền hơn các kim loại khác có sẵn vào thời điểm đó.
Rise of Kingdoms,Điểm nào sau đây thưởng cho điểm hoạt động hàng ngày?,Đánh bại quân man rợ trên bản đồ
Rise of Kingdoms,Thành phố nào sau đây là thành phố đầu tiên có hệ thống giao thông nhanh dưới lòng đất?,London
Rise of Kingdoms,Vua đầu tiên của Ý sau khi thống nhất vào năm 1861 là ai?,Victor Emmanuel II
Rise of Kingdoms,Giải vô địch quần vợt Wimbledon đầu tiên được tổ chức vào năm nào?,1877.0
Rise of Kingdoms,Vườn quốc gia nào sau đây là vườn quốc gia đầu tiên trên thế giới?,Công viên quốc gia Yellowstone
Rise of Kingdoms,"Tập đoàn Carlsberg, một nhà sản xuất bia hàng đầu, được thành lập vào năm 1847 ở nước nào?",Đan mạch
Rise of Kingdoms,Kích thước của sương mù được xóa bởi một vật phẩm trên Bản đồ Vương quốc là gì?,10x10
Rise of Kingdoms,Điều gì đã gây ra cái chết của Pericles?,Một bệnh dịch.
Rise of Kingdoms,Cơn lốc xoáy hình nón gió nổi tiếng về điều gì?,Quay
Rise of Kingdoms,Mục Tuyển Dụng Người Xây Dựng tồn tại trong bao lâu?,2 ngày
Rise of Kingdoms,Bạn mở khóa vĩnh viễn hàng đợi tòa nhà thứ hai ở cấp độ VIP nào?,Cấp độ 6
Rise of Kingdoms,Bạn có thể nhận trợ giúp liên minh bao nhiêu lần nếu trung tâm liên minh của bạn là cấp 25?,30.0
Rise of Kingdoms,Đấu trường La Mã được hoàn thành dưới triều đại của vị hoàng đế nào?,Tít
Rise of Kingdoms,Anh cả của thần Zeus,Poseidon
Rise of Kingdoms,Khả năng quân đội tập hợp mặc định khi lâu đài của bạn là cấp 25 là bao nhiêu?,2 triệu
Rise of Kingdoms,Đế chế Mông Cổ đã tan rã bao nhiêu vương quốc hoặc đế quốc riêng biệt vào thời điểm Hốt Tất Liệt qua đời năm 1294?,4.0
Rise of Kingdoms,Ai là người khởi xướng Salt March đầu tiên?,Mahatma gandhi
Rise of Kingdoms,"Được tổ chức vào năm 1929, lễ trao Giải Oscar (""Giải Oscar"") đầu tiên diễn ra trong bao lâu?",15 phút
Rise of Kingdoms,Zeppelin được phát minh bởi các kỹ sư từ quốc gia nào?,nước Đức
Rise of Kingdoms,"Trong chuyến đi đầu tiên đầy bi kịch của nó, điểm đến dự định của Titanic là gì?",Newyork
Rise of Kingdoms,"Einstein đã xuất bản bốn Annus Mirabilis (""Bài báo thần kỳ"") vào năm nào?",1905.0
Rise of Kingdoms,"Edward Jenner, người được mệnh danh là cha đẻ của ngành miễn dịch học, đã phát triển một loại vắc-xin cho căn bệnh nào?",Bệnh đậu mùa
Rise of Kingdoms,Công trình nào sau đây là trang trí?,Trống đá
Rise of Kingdoms,Bạn có thể mua bao nhiêu điểm VIP với 200 viên ngọc?,200.0
Rise of Kingdoms,"Điều gì đã gây ra cái chết của chính khách và nhà chiến lược quân sự kiệt xuất, Pericles?",Một bệnh dịch
Rise of Kingdoms,Điều nào sau đây rất có thể đã trực tiếp dẫn đến thời đại đồ đồng?,Đồng cứng hơn và bền hơn các kim loại khác hiện có vào thời điểm đó
Rise of Kingdoms,Pharaoh nào đã ra lệnh xây dựng các ngôi đền Abu Simbel?,Ramesses II
Rise of Kingdoms,Điều nào sau đây KHÔNG xảy ra trong Chiến tranh Greco-Ba Tư?,Trận chiến Agincourt
Rise of Kingdoms,"Theo câu chuyện về She-sói trong thần thoại La Mã, điều gì đến với cặp song sinh mà cô nuôi dưỡng, Romulus và Remus?",Romulus trở thành người sáng lập và là vị vua đầu tiên của La Mã
Rise of Kingdoms,Nhà hát Shakespeare's Globe được xây dựng ở thành phố hiện đại nào?,London
Rise of Kingdoms,Vật phẩm Tấn công Nâng cao (Advanced) sẽ tăng sức tấn công của bạn lên bao nhiêu?,0.1
Rise of Kingdoms,"Những người đàn ông và phụ nữ đang trốn tránh điều gì ở ngoại ô Florence trong bộ sưu tập tiểu thuyết ""The Decameron""?",Bệnh dịch đen
Rise of Kingdoms,Bài phát biểu nổi tiếng của Otto von Bismarck về điều gì vào năm 1862?,Máu và sắt
Rise of Kingdoms,Tại sao biển chết lại có cái tên này?,Nước có độ mặn cao ngăn cản thực vật và động vật phát triển gần nó.
Rise of Kingdoms,Tổng thống Mỹ duy nhất phục vụ hơn 2 nhiệm kỳ là ai?,Franklin D. Roosevelt
Rise of Kingdoms,"Từ ""Formua"" trong ""Đua xe Công thức 1"" ám chỉ điều gì?",Các quy tắc mà xe ô tô tham gia phải tuân theo
Rise of Kingdoms,"Edward VIII trở thành Vua nước Anh vào tháng 1 năm 1936. Sau đó cùng năm, ông từ bỏ ngai vàng vào tháng nào?",Tháng mười hai
Rise of Kingdoms,Ai là phi hành gia đầu tiên đi vào không gian vũ trụ?,Yuri Gagarin
Rise of Kingdoms,The Beatles được thành lập ở thành phố nào của Vương quốc Anh vào năm 1960?,Liverpool
Rise of Kingdoms,Bài phát biểu nào sau đây được thực hiện bởi Thủ tướng Phổ Otto von Bismarck vào tháng 9 năm 1862?,Máu và sắt
Rise of Kingdoms,Nền văn minh nào thưởng 5% tấn công cho các đơn vị kỵ binh?,nước Đức
Rise of Kingdoms,Cuốn tiểu thuyết Romance of the Three Kingdoms bắt đầu gần cuối triều đại Trung Quốc,Han
Rise of Kingdoms,Ai là người sáng lập Mạc phủ Edo của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Thời hạn của mục Tuyển dụng Thợ xây là gì?,2 ngày
Rise of Kingdoms,Truyện nào sau đây không phải là một trong Truyện cổ Grimms?,Nàng tiên cá nhỏ
Rise of Kingdoms,Jiang Ziya đã giúp thành lập triều đại nào của Trung Quốc?,Nhà Chu
Rise of Kingdoms,Cầu Dom Luis của Bồ Đào Nha nối hai thành phố nào?,"Porta, Vila Nova de Gaia"
Rise of Kingdoms,Mục đích ban đầu của,Lăng mộ Pharaoh khufu
Rise of Kingdoms,Điều nào xảy ra nếu các phép bổ trợ sau đây có thể có hiệu lực trong các trận chiến Sunset Canyon?,Buff từ thiết bị
Rise of Kingdoms,Vương triều của vị hoàng đế cuối cùng của triều đại nhà Thanh của Trung Quốc là gì?,Tuyên thống
Rise of Kingdoms,"Tác phẩm nào sau đây dựa trên Trận chiến trên đèo Roncevaux, do Charlemagne và các hiệp sĩ của ông chiến đấu?",Bài hát của Roland
Rise of Kingdoms,Sao chổi chu kỳ ngắn duy nhất được biết đến thường xuyên có thể nhìn thấy bằng mắt thường từ Trái đất?,sao chổi của Halley
Rise of Kingdoms,"Triết gia nào đã viết ""Utopia""?",Plato
Rise of Kingdoms,Tại sao mũi thuyền và đuôi thuyền của người Viking được thiết kế đối xứng?,Để đảo ngược hướng một cách nhanh chóng mà không cần quay đầu lại
Rise of Kingdoms,"Năm 1998, FIFA World Cup lần thứ 16 được tổ chức tại quốc gia nào?",Nước pháp
Rise of Kingdoms,Khương tử nha,nhà chu
Rise of Kingdoms,darwin,giun đất
Rise of Kingdoms,kỹ năng chủ động mina,kyohachiryu
Rise of Kingdoms,vận động viên người mỹ gốc phi jesse owens đã giành được bao nhiêu huy chương vàng,4.0
Rise of Kingdoms,tháp pisa,ý
Rise of Kingdoms,rương 1.000 điểm,tượng chỉ huy
Call of Dragons,提高联盟成员人数上限，是壮大联盟的关键.下列选项中对于增加联盟成员人数上限说法正确的是?,每建造10座联盟塔，成员人数上限+1
Call of Dragons,以下哪种活动将会设立战斗力，让领主们能够在这天尽情战斗,群英之巅
Call of Dragons,道路是繁荣的标志，也是效率的象征，下列关于道路的说法中不正确的是?,当道路两端的任意建筑被摧毁时，道路依旧存在
Call of Dragons,若在联盟中担任了“兽王”职位，能够做的是?,召唤和操控联盟魔兽
Call of Dragons,拥有驻防技能的英雄能够更加出色地率领驻防军团.下列选项中对据点的正确定义是?,关卡等可以集结进攻或者增援驻防的建筑
Call of Dragons,关于联盟资源中心，下列说法正确的是?,一个资源中心只允许一支部队采集
Call of Dragons,城市管理对于领主而言十分重要，关于城市管理，下列说法中不正确的是?,当城市处于反侦察状态时，敌方侦查到迷惑性的单位总数
Call of Dragons,半身人尼尔科因为什么病症，不得不放弃了他成为刺客的梦想?,晕血症
Call of Dragons,以下哪种行为可以获得黑暗钥匙?,击败等级5以上的矮人和暗黑生物
Call of Dragons,利用好单位克制关系，将会极大地改变战斗局面.下列哪一种单位克制关系是不正确的?,骑兵克制法术单位
Call of Dragons,因擅自使用神力而成为失格者的翼族是谁?,亚修斯
Call of Dragons,哪位英雄曾担任过一年提亚尔学院的客座教授?,维德尔
Call of Dragons,下列哪种巨魔会使用“巫术”?,巫毒巨魔
Call of Dragons,拂晓骑士法洛林的佩剑叫什么名字?,惩戒之剑
Call of Dragons,玛德琳是加尔冈多国王的长女，也是骁勇善战的英雄.下列选项中关于她的说法不正确的一项是?,没有在成年礼时得到神迹的回应
Call of Dragons,哪位英雄荣登过刺客排行榜的第二名?,妮可
Call of Dragons,下列选项中，哪位英雄与月亮河谷领主有血缘关系?,格温妮
Call of Dragons,下列选项中，哪位英雄与秩序贤者莫萨克有血缘关系?,茵迪丝
Call of Dragons,下列关于部队重伤单位说法正确的是?,当部队与魔兽作战时，所有的重伤部队都会被送往医院
Call of Dragons,为了纪念在符林之战中逝去的生命，精灵修建的纪念建筑是什么?,和平石碑
Call of Dragons,乐乐鱼汤是塔梅里斯大陆最美味的食物之一，制作乐乐鱼汤不需要哪种原材料?,辣椒
Call of Dragons,利姆斯家族帮助王都打击了哪个家族的叛军?,瑞文
Call of Dragons,圣泉是精灵文明的诞生之地，与它距离最近的是哪里?,王者林地
Call of Dragons,传闻只要冒险者能够解开古老的谜语，就能够获得湖心岛内埋藏的宝藏.诗歌“湖心之章”中出现了几个将军?,5个将军
Call of Dragons,下列选项中，关于莉莉娅外貌描述正确的是?,莉莉娅裙子后面有长长的拖尾
Call of Dragons,独眼老兵欧德曾与谁发生了争斗并失去了眼睛?,乌拉尔
Call of Dragons,魔兽毒液多头蛇起源于哪里?,覆羽沼泽
Call of Dragons,刺客妮可接受了下列哪个家族的雇佣?,斯库尔家族
Call of Dragons,在“末日来临时，猫会救你一命”中，猫不能够让人锻炼出哪一项优点?,锻炼出金刚不坏的肉体
Call of Dragons,总是带着面具的埃莫瑞斯是阴影林地的守望者首领.他随身携带的武器名叫什么?,清泉之刃
Call of Dragons,是谁通过荣誉决斗战胜了所有反抗者，并最终成为了荒野聚落的酋长?,可奥特
Call of Dragons,特加尔联合商队队长的故乡叫什么?,盗贼海湾
Call of Dragons,以下哪位英雄害怕蚂蚁?,克列格兹
Call of Dragons,占领村庄会给联盟带来强大的增益.一个联盟最多可以占领多少个村庄?,25个
Call of Dragons,以下哪个宠物是白色的?,白霜巨熊
Call of Dragons,以下哪位英雄，给阿拉斯特脸上留下了旧日的伤痕?,莉莉娅
Call of Dragons,以下有关黑暗城寨的信息中，说法不正确的是?,城寨在被摧毁前，其部队攻击力会下降
Call of Dragons,以下哪个是圣泉之翎领导者--精灵女王的名字?,露西亚
Call of Dragons,退伍后，沙场老将霍斯克为自己新起了一个名字来重新开始主店.&T名字是?,霍恩
Call of Dragons,尼尔科的弩车叫什么名字?,破晓
Call of Dragons,以下单位类型中，能克制射手单位的是?,骑兵单位
Call of Dragons,毒液九头蛇挑战最多可以容纳多少位领主参与?,40位
Call of Dragons,兽人萨满因为什么而发明了干劲药水?,为了提高地精劳工的生产力
Call of Dragons,您无法对秩序大厅进行以下哪一项操作?,摧毁
Call of Dragons,以下精灵英雄中，谁最年轻?,拉法林
Call of Dragons,"在涌入大陆之前,黑暗灵被困在邪恶深处,这个地方被称为?",幽暗海域
Call of Dragons,升级神圣医院无法获得以下哪一项提升?,提升每日魔水产量
Call of Dragons,以下哪个家族历代掌管着光明教会?,利姆斯家族
Call of Dragons,锻造一把世界宝物钥匙需要多少铸钥山铜?,6oo涛钥山铜
Call of Dragons,以下哪个奇观是情侣们宣誓爱情的圣地?,至冰塔林
Call of Dragons,"荒野聚落的步兵单位斧手拥有良好的纪律性,他们大多数来自兽人的哪个氏族?",血刃氏族
Call of Dragons,攻击其他领主的城市时，您无法掠夺以下哪一种资源?,魔水
Call of Dragons,击败魔兽仆役后它们会掉落魔石。其中勤勉魔石有什么增益效果?,提升采集速度
Call of Dragons,"联盟箭楼是强大的防御建筑,您可以派出哪种部队参与驻守?",三种皆可
Call of Dragons,黑暗钥匙的持有上限是多少?,5把
Call of Dragons,茵迪丝在德鲁伊教派中的职位是什么?,秩序贤者
Call of Dragons,翼族曾与以下哪个拥抱黑暗的种族进行了全面战争?,半羊人
Call of Dragons,加伍德以及其他铁树精的故乡在?,枯萎神林
Call of Dragons,"传说中,泰坦神陨落的身体形成了塔梅里斯大陆及生灵万物，人类起源于泰坦的哪个部位?",手掌
Call of Dragons,由扎扎与其他人一同创立的致力于驱逐野兽的组织叫什么?,讨熊大队
Call of Dragons,遗忘之书的作用是什么?,重置英雄天赋
Call of Dragons,埃莉安娜所持的剑叫什么?,圣剑
Call of Dragons,以下哪位英雄最可能受圣光孤儿院的孩子们喜爱?,埃里安娜
Call of Dragons,首次加入联盟将获得何种奖励?,宝石
Call of Dragons,下列不属于宠物的是?,魔纹巨熊
Call of Dragons,特加尔联合商会与哪个人类家族关系密切?,拉格家族
Call of Dragons,荒野聚落在符林之战前，通过训化何种生物，战斗力得到了巨大提升?,双足飞龙
Call of Dragons,阿尔文对以下哪一方面尤为擅长?,用毒
Call of Dragons,埃丽安娜的危机奖励,祭礼面具
Call of Dragons,维德尔有-位家人也在学习魔法，两人的关系是?,兄妹
Call of Dragons,以下单位类型中，克制步兵的单位的是?,法师
Call of Dragons,加伍德手臂上的是?,生命之石
Call of Dragons,如何获取给宠物送的礼物,打扫和野外拾取
Call of Dragons,白霜巨熊起源于,寒冷的雪原洞穴
Call of Dragons,蓝闪仙女龙最喜欢的礼物是,紫曜石
Call of Dragons,哪种宠物脾气火爆,狂暴仙女龙
Call of Dragons,秩序同盟的射手单位是,弩车
Call of Dragons,每支部队最多可携带,1只出战
Call of Dragons,以下哪种道具无法在游戏中获得,地貌更换卡
Call of Dragons,宠物无法拥有哪类技能,怒气技能
Call of Dragons,每支部队最多可携带几只宠物外出作战?,1只出战
Call of Dragons,以下哪种地点不会在派遣伺候探索迷雾时被发现?,斥候营地
Call of Dragons,以下对熔岩灵的描述错误的是?,由三个魔兽组成
Call of Dragons,Which of the following acts grants you Dark Keys?,Defeating Level 5+ Dwarven Patrols and Dark Creatures
Call of Dragons,Garrison Skills allow Heroes to better command Garrisoned Armies. What is the correct definition of a Stronghold?,Passes and other buildings that can be attacked by Rallied Armies or defended by Garrisoned Armies
Call of Dragons,ncreasing your Alliance’s member capacity is essential for its development. Which of the following is correct about increasing membership capacity?,Every 10 Alliance Towers increases the member limit by 1
Call of Dragons,Which of the following Policies can increase your Elixir Production Speed?,Healthcare Reforms
